"scenario_number","dist_seq_estim2","dist_epi_estim2","perfect_align","proportion_seq_greater","rmse_sequenceRt","rmse_casecountRt"
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"010",0.11574087743413,0.0958655391302859,NA,1,NA,NA
"010",NA,NA,NA,NA,0.400138112391934,0.334313305273092
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"010",0.11574087743413,0.0958655391302859,NA,1,NA,NA
"010",NA,NA,NA,NA,0.400138112391934,0.334313305273092
"012",0.126960597941133,0.102020113106509,NA,1,NA,NA
"012",NA,NA,NA,NA,0.384420967638312,0.368074097703936
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"010",0.11574087743413,0.0958655391302859,NA,1,NA,NA
"010",NA,NA,NA,NA,0.400138112391934,0.334313305273092
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"009",0.107161966087611,0.10965977031027,NA,0,NA,NA
"009",NA,NA,NA,NA,0.339687901025074,0.400878934268369
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"007",0.095507871280029,0.0915368339164503,NA,1,NA,NA
"007",NA,NA,NA,NA,0.413088831412272,0.346354553294754
"008",0.106423235665575,0.0961129326333166,NA,1,NA,NA
"008",NA,NA,NA,NA,0.384337492402542,0.334751132277642
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
"002",NA,NA,NA,NA,0.367293906493252,0.275615301195155
"004",0.105039951126951,0.0841388653558544,NA,1,NA,NA
"004",NA,NA,NA,NA,0.357117393802734,0.343123710669279
"002",0.0978246705370764,0.0764904648521686,NA,1,NA,NA
